	Step ID	Problem Hierarchy	Problem Name	Max Problem View	Step Name	Avg Incorrects	Avg Hints	Avg Corrects	% First Attempt Incorrects	% First Attempt Hints	% First Attempt Corrects	Avg Step Duration (sec)	Avg Correct Step Duration (sec)	Avg Error Step Duration (sec)	Total Students	Total Opportunities	KC (Moon)	KC (Moon)	KC (Moon)	KC (Moon)	KC (Moon)	KC (Moon)
33	f5cb2ea96e1c0a65ac6d5898e1df8162	(sequence) French Online 2, (module) Au restaurant, (section1) Activités de synthèse, (section2) Test de leçon: Au restaurant	F1M5L2_Test.1_p01_pools	1.0	M5L2_pool1_q2_i1 UpdateRadioButton	0.0	0.0	1.0	0.0	0.0	100.0	4.231	4.231		20	20	contextual relevance	Contextual understanding 2				
34	05d53cd0fd9d642a10f7d86f2a015c1e	(sequence) French Online 2, (module) Au restaurant, (section1) Activités de synthèse, (section2) Test de leçon: Au restaurant	F1M5L2_Test.1_p01_pools	1.0	M5L2_pool1_q3_i1 UpdateRadioButton	0.0	0.0	1.0	0.0	0.0	100.0	4.231	4.231		20	20	French language comprehension 1	French age expressions				
35	d041440dbeae8791e2df3bb0de004a41	(sequence) French Online 2, (module) Au restaurant, (section1) Activités de synthèse, (section2) Test de leçon: Au restaurant	F1M5L2_Test.1_p01_pools	1.0	M5L2_pool1_q4_i1 UpdateRadioButton	0.35	0.0	0.65	35.0	0.0	65.0	4.231	3.052	6.394	20	20	French Vocabulary 1	Reading Comprehension 1	French to English translation 1			
36	dbf49643148bb6513b553b3ba9b504b4	(sequence) French Online 2, (module) Au restaurant, (section1) Activités de synthèse, (section2) Test de leçon: Au restaurant	F1M5L2_Test.1_p01_pools	1.0	M5L2_pool1_q5_i1 UpdateRadioButton	0.4	0.0	0.6	40.0	0.0	60.0	4.231	4.356	4.091	20	20	Multiple choice selection 4	imperative mood	Logical reasoning 1			
37	f4766edf749baf39d03fa2a88ab8dd17	(sequence) French Online 2, (module) Au restaurant, (section1) Activités de synthèse, (section2) Test de leçon: Au restaurant	F1M5L2_Test.1_p01_pools	1.0	M5L2_pool3_q1_i1 UpdateRadioButton	0.0	0.0	1.0	0.0	0.0	100.0	5.584	5.584		6	6	Career awareness	subject-verb agreement				
38	e2f8b3ca93f7ad13af70b304d385920d	(sequence) French Online 2, (module) Au restaurant, (section1) Activités de synthèse, (section2) Test de leçon: Au restaurant	F1M5L2_Test.1_p01_pools	1.0	M5L2_pool3_q2_i1 UpdateRadioButton	0.0	0.0	1.0	0.0	0.0	100.0	3.814	3.814		7	7	Career awareness	Contextual understanding 2				
39	4b736e9878e2086b0f06573358fe6061	(sequence) French Online 2, (module) Au restaurant, (section1) Activités de synthèse, (section2) Test de leçon: Au restaurant	F1M5L2_Test.1_p01_pools	1.0	M5L2_pool3_q3_i1 UpdateRadioButton	0.0	0.0	1.0	0.0	0.0	100.0	3.997	3.997		8	8	Career awareness	subject-verb agreement				
40	b0fa372021ce93e89212c50faf1ee80b	(sequence) French Online 2, (module) Au restaurant, (section1) Activités de synthèse, (section2) Test de leçon: Au restaurant	F1M5L2_Test.1_p01_pools	1.0	M5L2_pool3_q4_i1 UpdateRadioButton	0.0	0.0	1.0	0.0	0.0	100.0	7.5	7.5		5	5	Career awareness	subject-verb agreement				
41	c04643ff73f60f9c228e5c371b7c5f78	(sequence) French Online 2, (module) Au restaurant, (section1) Activités de synthèse, (section2) Test de leçon: Au restaurant	F1M5L2_Test.1_p01_pools	1.0	M5L2_pool3_q5_i1 UpdateRadioButton	0.2	0.0	0.8	20.0	0.0	80.0	4.204	5.576	0.091	5	5	Career awareness	French vocabulary 1	French-to-English Translation			
42	ff81c6e5c1e000ec7ad88bb7e5ab411b	(sequence) French Online 2, (module) Au restaurant, (section1) Activités de synthèse, (section2) Test de leçon: Au restaurant	F1M5L2_Test.1_p01_pools	1.0	M5L2_pool3_q6_i1 UpdateRadioButton	0.0	0.0	1.0	0.0	0.0	100.0	3.753	3.753		9	9	Career awareness	subject-verb agreement				
43	9bb63731212348a13d80c8d89b66b849	(sequence) French Online 2, (module) Au restaurant, (section1) Activités de synthèse, (section2) Test de leçon: Au restaurant	F1M5L2_Test.1_p01_pools	1.0	M5L2_pool3_q7_i1 UpdateRadioButton	0.2	0.0	0.8	20.0	0.0	80.0	2.841	1.642	7.636	5	5	Career awareness	Contextual clues				
44	40770b733d6c57e7a68cb914588c0234	(sequence) French Online 2, (module) Au restaurant, (section1) Activités de synthèse, (section2) Test de leçon: Au restaurant	F1M5L2_Test.1_p01_pools	1.0	M5L2_pool3_q8_i1 UpdateRadioButton	0.1111	0.0	0.8889	11.1111	0.0	88.8889	2.266	2.568	0.455	9	9	Career awareness	French to English translation 2				
45	8220409e374554df7eb843a9953f2e4c	(sequence) French Online 2, (module) Au restaurant, (section1) Activités de synthèse, (section2) Test de leçon: Au restaurant	F1M5L2_Test.1_p01_pools	1.0	M5L2_pool3_q9_i1 UpdateRadioButton	0.0	0.0	1.0	0.0	0.0	100.0	5.148	5.148		6	6	Career awareness	Multiple choice selection 1				
46	7179dca9f4affaa82d2bd6934722a00c	(sequence) French Online 2, (module) Au restaurant, (section1) Activités de synthèse, (section2) Test de leçon: Au restaurant	F1M5L2_Test.1_p01_pools	1.0	M5L2_pool4_q10_i1 UpdateRadioButton	0.0909	0.0	0.9091	9.0909	0.0	90.9091	4.003	3.548	7.636	11	11	Multiple choice selection 3	French verb conjugation 1	Reading Comprehension 1	Transcription recognition		
47	a6d9c1a4572c8f6f2fe90755cb997ad2	(sequence) French Online 2, (module) Au restaurant, (section1) Activités de synthèse, (section2) Test de leçon: Au restaurant	F1M5L2_Test.1_p01_pools	1.0	M5L2_pool4_q11_i1 UpdateRadioButton	0.0	0.0	1.0	0.0	0.0	100.0	6.318	6.318		5	5	Multiple choice selection 3	French verb conjugation 1	subject-verb agreement			
48	307b2446f6bd6281f3216e0cf6d1b5de	(sequence) French Online 2, (module) Au restaurant, (section1) Activités de synthèse, (section2) Test de leçon: Au restaurant	F1M5L2_Test.1_p01_pools	1.0	M5L2_pool4_q12_i1 UpdateRadioButton	0.0	0.0	1.0	0.0	0.0	100.0	2.78	2.78		7	7	French verb conjugation 3	Reading Comprehension 1	Personal pronouns in French			
49	1ec82a15a611db3f2d20ef919026ed15	(sequence) French Online 2, (module) Au restaurant, (section1) Activités de synthèse, (section2) Test de leçon: Au restaurant	F1M5L2_Test.1_p01_pools	1.0	M5L2_pool4_q13_i1 UpdateRadioButton	0.0	0.0	1.0	0.0	0.0	100.0	3.983	3.983		4	4	French vocabulary 1	negation	French prepositions	Personal pronouns in French	Contextual understanding 2	
50	1ba120dedbc90ab0c1538c6ad7a427ac	(sequence) French Online 2, (module) Au restaurant, (section1) Activités de synthèse, (section2) Test de leçon: Au restaurant	F1M5L2_Test.1_p01_pools	1.0	M5L2_pool4_q14_i1 UpdateRadioButton	0.0	0.0	1.0	0.0	0.0	100.0	3.323	3.323		12	12	French-to-English Translation	Reading Comprehension 1	Personal pronouns in French			
51	354343a0500ee584df57c5ca2fa0a6a8	(sequence) French Online 2, (module) Au restaurant, (section1) Activités de synthèse, (section2) Test de leçon: Au restaurant	F1M5L2_Test.1_p01_pools	1.0	M5L2_pool4_q15_i1 UpdateRadioButton	0.0	0.0	1.0	0.0	0.0	100.0	5.994	5.994		11	11	Multiple choice selection 3	negation	Contextual understanding 2			
52	d4af115344f2c0dd66696d1213fd6cbb	(sequence) French Online 2, (module) Au restaurant, (section1) Activités de synthèse, (section2) Test de leçon: Au restaurant	F1M5L2_Test.1_p01_pools	1.0	M5L2_pool4_q16_i1 UpdateRadioButton	0.0	0.0	1.0	0.0	0.0	100.0	4.106	4.106		6	6	negation	Transcription recognition				
53	613b945b8d11b30b013cbd71e21d54b8	(sequence) French Online 2, (module) Au restaurant, (section1) Activités de synthèse, (section2) Test de leçon: Au restaurant	F1M5L2_Test.1_p01_pools	1.0	M5L2_pool4_q17_i1 UpdateRadioButton	0.5	0.0	0.5	50.0	0.0	50.0	4.415	3.468	5.992	10	10	Multiple choice selection 3	French Greetings	Present tense conjugation 1	Contextual understanding 2		
54	ee82eb7e504b36e425c290878e0c647a	(sequence) French Online 2, (module) Au restaurant, (section1) Activités de synthèse, (section2) Test de leçon: Au restaurant	F1M5L2_Test.1_p01_pools	1.0	M5L2_pool4_q18_i1 UpdateRadioButton	0.1429	0.0	0.8571	14.2857	0.0	85.7143	3.688	2.186	12.705	7	7	French vocabulary 1	Contextual clues				
55	1afce1a4e7191f8fb432f8de5a5e2334	(sequence) French Online 2, (module) Au restaurant, (section1) Activités de synthèse, (section2) Test de leçon: Au restaurant	F1M5L2_Test.1_p01_pools	1.0	M5L2_pool4_q1_i1 UpdateRadioButton	0.875	0.0	0.125	87.5	0.0	12.5	4.419	8.636	3.716	8	8	negation	Personal pronouns in French	French age expressions			
56	19daa2b4d5ff1e8c5ccb1cc4c7537bcb	(sequence) French Online 2, (module) Au restaurant, (section1) Activités de synthèse, (section2) Test de leçon: Au restaurant	F1M5L2_Test.1_p01_pools	1.0	M5L2_pool4_q2_i1 UpdateRadioButton	0.0	0.0	1.0	0.0	0.0	100.0	0.414	0.414		5	5	Multiple choice selection 3	French prepositions				
57	0a3efb028070d39ec87e6cab9b55f647	(sequence) French Online 2, (module) Au restaurant, (section1) Activités de synthèse, (section2) Test de leçon: Au restaurant	F1M5L2_Test.1_p01_pools	1.0	M5L2_pool4_q3_i1 UpdateRadioButton	0.0	0.0	1.0	0.0	0.0	100.0	3.94	3.94		3	3	Multiple choice selection 3	Logical reasoning 1	Transcription recognition			
58	b34449f98e7ba87b657a9f598b30d8f9	(sequence) French Online 2, (module) Au restaurant, (section1) Activités de synthèse, (section2) Test de leçon: Au restaurant	F1M5L2_Test.1_p01_pools	1.0	M5L2_pool4_q4_i1 UpdateRadioButton	0.2857	0.0	0.7143	28.5714	0.0	71.4286	4.282	7.053	0.125	7	7	French vocabulary 1	Reading Comprehension 1				
59	2361d8e180e3d21b65aba3e76121e0a9	(sequence) French Online 2, (module) Au restaurant, (section1) Activités de synthèse, (section2) Test de leçon: Au restaurant	F1M5L2_Test.1_p01_pools	1.0	M5L2_pool4_q5_i1 UpdateRadioButton	0.0	0.0	1.0	0.0	0.0	100.0	4.187	4.187		10	10	Multiple choice selection 3	Contextual Clues	Transcription recognition	French vocabulary 1		
60	44aeb9caf634835a636712bb693247fa	(sequence) French Online 2, (module) Au restaurant, (section1) Activités de synthèse, (section2) Test de leçon: Au restaurant	F1M5L2_Test.1_p01_pools	1.0	M5L2_pool4_q6_i1 UpdateRadioButton	0.0909	0.0	0.9091	9.0909	0.0	90.9091	4.439	3.915	8.636	11	11	French Greetings	Reading Comprehension 1	Personal pronouns in French			
61	cfd70d409f9dc30db78aa189dec74433	(sequence) French Online 2, (module) Au restaurant, (section1) Activités de synthèse, (section2) Test de leçon: Au restaurant	F1M5L2_Test.1_p01_pools	1.0	M5L2_pool4_q7_i1 UpdateRadioButton	0.1	0.0	0.9	10.0	0.0	90.0	5.745	6.159	2.432	10	10	imperative mood	French language proficiency 1	Transcription recognition			
62	7e60db9c3a60cccdbb3f764cff1ff3e5	(sequence) French Online 2, (module) Au restaurant, (section1) Activités de synthèse, (section2) Test de leçon: Au restaurant	F1M5L2_Test.1_p01_pools	1.0	M5L2_pool4_q8_i1 UpdateRadioButton	0.0	0.0	1.0	0.0	0.0	100.0	4.007	4.007		7	7	French vocabulary 1	French language proficiency 1				
63	c7554b10ff9e21ff174da927f6b07233	(sequence) French Online 2, (module) Au restaurant, (section1) Activités de synthèse, (section2) Test de leçon: Au restaurant	F1M5L2_Test.1_p01_pools	1.0	M5L2_pool4_q9_i1 UpdateRadioButton	0.0	0.0	1.0	0.0	0.0	100.0	6.341	6.341		6	6	French verb conjugation 1	French language proficiency 1	Transcription recognition			
64	4bbcb941f3514ec2a7e43f96e7e55321	(sequence) French Online 2, (module) Au restaurant, (section1) Activités de synthèse, (section2) Test de leçon: Au restaurant	F1M5L2_Test.1_p01_pools	1.0	M5L2_pool5_q1_M5L2_pool5_q1_input1 UpdateTextField	0.3333	0.0	0.6667	33.3333	0.0	66.6667	4.091	2.318	6.455	9	9	Contextual Clues	French language comprehension 1	French sentence structure			
65	6e51b4fe52c72b94c20a7824ba5765d7	(sequence) French Online 2, (module) Au restaurant, (section1) Activités de synthèse, (section2) Test de leçon: Au restaurant	F1M5L2_Test.1_p01_pools	1.0	M5L2_pool5_q2_M5L2_pool5_q2_input1 UpdateTextField	0.3333	0.0	0.6667	33.3333	0.0	66.6667	5.878	3.584	9.318	6	6	Contextual Clues	French language comprehension 1	French sentence structure			
66	fc4926122443bd677351c8e2ad27a670	(sequence) French Online 2, (module) Au restaurant, (section1) Activités de synthèse, (section2) Test de leçon: Au restaurant	F1M5L2_Test.1_p01_pools	1.0	M5L2_pool5_q3_M5L2_pool5_q3_input1 UpdateTextField	0.625	0.0	0.375	62.5	0.0	37.5	1.633	0.432	2.114	8	8	Multiple choice selection 1	polite behavior	Present tense conjugation 1	French sentence structure		
67	448c36a0a720af3271b59b42fee54012	(sequence) French Online 2, (module) Au restaurant, (section1) Activités de synthèse, (section2) Test de leçon: Au restaurant	F1M5L2_Test.1_p01_pools	1.0	M5L2_pool5_q4_M5L2_pool5_q4_input1 UpdateTextField	0.3333	0.0	0.6667	33.3333	0.0	66.6667	9.773		9.773	3	3	Contextual Clues	French age expressions	French sentence structure			
68	573c321f7b3e2a5594af3971487876c6	(sequence) French Online 2, (module) Au restaurant, (section1) Activités de synthèse, (section2) Test de leçon: Au restaurant	F1M5L2_Test.1_p01_pools	1.0	M5L2_pool5_q5_M5L2_pool5_q5_input1 UpdateTextField	0.3333	0.0	0.6667	33.3333	0.0	66.6667	6.788	7.852	4.659	6	6	Contextual Clues	polite behavior	French sentence structure			
69	b082d23fa65da250cffc2b25a534eec1	(sequence) French Online 2, (module) Au restaurant, (section1) Activités de synthèse, (section2) Test de leçon: Au restaurant	F1M5L2_Test.1_p01_pools	1.0	M5L2_pool5_q6_M5L2_pool5_q6_input1 UpdateTextField	0.6	0.0	0.4	60.0	0.0	40.0	1.255	0.864	1.515	5	5	Contextual Clues	French language comprehension 1	French sentence structure			
70	6430105c804b3c907ea47d26ebddce3c	(sequence) French Online 2, (module) Au restaurant, (section1) Activités de synthèse, (section2) Test de leçon: Au restaurant	F1M5L2_Test.1_p01_pools	1.0	M5L2_pool5_q7_M5L2_pool5_q7_input1 UpdateTextField	0.375	0.0	0.625	37.5	0.0	62.5	4.903	5.165	4.553	8	8	Contextual Clues	Present tense conjugation 1	French sentence structure			
71	3f8fe6fd9f956624b9f34f87c3650f8e	(sequence) French Online 2, (module) Au restaurant, (section1) Activités de synthèse, (section2) Test de leçon: Au restaurant	F1M5L2_Test.1_p01_pools	1.0	M5L2_pool5_q8_M5L2_pool5_q8_input1 UpdateTextField	0.2222	0.0	0.7778	22.2222	0.0	77.7778	4.131	5.466	0.125	9	9	Multiple choice selection 1	polite behavior	Present tense conjugation 1	French sentence structure		
